row ID,row m/z,row retention time,S01_B14_H2O_POS.mzML area,S02_B14_H2O_POS.mzML area,S03_D14_H2O_POS.mzML area,S04_D14_H2O_POS.mzML area,S20_B28_H2O_POS.mzML area,S21_B28_H2O_POS.mzML area,S22_B28_H2O_POS.mzML area,S23_D28_H2O_POS.mzML area,S24_D28_H2O_POS.mzML area,S25_D28_H2O_POS.mzML area,S07_B14_JN2_POS.mzML area,S08_B14_JN2_POS.mzML area,S09_B14_JN2_POS.mzML area,S10_D14_JN2_POS.mzML area,S11_D14_JN2_POS.mzML area,S12_D14_JN2_POS.mzML area,S26_B28_JN2_POS.mzML area,S27_B28_JN2_POS.mzML area,S28_B28_JN2_POS.mzML area,S29_D28_JN2_POS.mzML area,S30_D28_JN2_POS.mzML area,S31_D28_JN2_POS.mzML area,S05_Dn14_H2O_POS.mzML area,S06_Dn14_H2O_POS.mzML area,PM04_POS.mzML area,PM05_POS.mzML area,,,,,,,,,,,,,,,,,,,,,,,,,,
10818,691.475,38.98,,410000,,,150000,120000,,,,,,,,,,,,,,,,,310000,400000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10819,802.538,38.98,,,,,,,,,,,,,,,190000,,380000,240000,,,,560000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10821,768.479,38.88,,970000,650000,,,,,,,,,,,,,,,,,,,,710000,2200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10823,802.48,39.03,,,330000,,,,,,,,,,,,,,,,,,,,,340000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10824,805.556,39.03,,,,,,,,,,,,,,,,,,,,,,270000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10826,792.519,39.04,,,,,,,,,,,310000,220000,,250000,,,240000,,,,,,470000,900000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10830,678.468,39.09,,470000,,,,,,,,,,,,,,,,,,,,,270000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10833,679.474,39.1,180000,200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10836,648.425,39.11,,230000,180000,,,,,,,,,,,,,,,,,,,,250000,280000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10838,810.523,39.11,180000,670000,,,340000,,,,,,,,,,,,,,,,,230000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10839,690.467,39.12,,1100000,,,370000,300000,,,210000,,,,,,,,,,,,,,820000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10840,780.5,39.12,,260000,,,,,,,630000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10842,832.507,38.88,,1400000,870000,340000,720000,,,,320000,,,,,,320000,,,,,450000,,310000,1900000,4000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10843,796.545,39.13,,,,,,,,,,,,170000,,1200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10844,785.477,38.97,,360000,230000,160000,140000,,,,,,,180000,230000,780000,,,330000,,290000,350000,500000,480000,440000,340000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10845,804.538,39.2,,590000,270000,,,530000,,,460000,,,,,,,,,,,,,,,410000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10847,244.19,39.58,,180000,,180000,,,,,,,,,,150000,,,,,,210000,,,110000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10848,786.478,39.2,,,140000,,,,,,,,,,,130000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10849,829.507,39.17,,,490000,,,,,,,,,,,,,,,,,,,,380000,560000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10851,802.471,39.18,,200000,,,,,,,,,,,,,,,,,,,,,140000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10857,411.325,39.6,,120000,240000,,260000,320000,,,,,690000,760000,160000,770000,650000,,520000,190000,440000,400000,,470000,490000,650000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10860,796.524,39.31,,96000,,,,,,,,,,,,,,,,,,,,,240000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10862,707.432,39.34,,190000,260000,,160000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10864,591.261,39.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10868,819.529,39.38,,,,,,,,,,,,,,170000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10870,609.439,39.41,280000,,,,,,180000,,,,,,,,,,,,,,,,200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10873,610.44,39.43,110000,,,,140000,180000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10874,615.26,39.43,,,,,,,,,400000,290000,340000,190000,,,190000,,,170000,,200000,320000,340000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10876,823.55,39.44,,250000,,,,,,,660000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10877,228.197,39.12,120000,600000,,580000,270000,170000,,,,,,,78000,300000,,,260000,94000,180000,600000,310000,220000,380000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10878,844.528,39.46,,210000,,,,140000,,,600000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10881,758.574,39.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10882,448.388,39.48,120000,110000,,,,210000,,,,110000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10883,559.134,39.48,,,,160000,,,180000,,,,300000,310000,220000,,,,220000,,,,,,400000,420000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10886,594.28,39.49,,,,,,,,,7000000,,,,,4100000,,,,,,,,6300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10887,632.424,39.5,290000,,,,,470000,220000,,,250000,,,,,,,,,,,,,180000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10888,596.285,39.51,,,,,,,,,,,160000,,,120000,,,,,,,140000,190000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10889,796.523,39.07,,370000,300000,,,,,,,,,,,,,,,,,,,,,630000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10892,592.265,39.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10893,625.267,39.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10894,818.525,39.53,,,,,,,,,,230000,,270000,220000,640000,580000,,630000,,1100000,1300000,170000,3800000,140000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10895,554.176,39.54,840000,1900000,360000,440000,360000,230000,520000,120000,570000,550000,880000,730000,470000,260000,350000,240000,590000,,,,2400000,2300000,1100000,1200000,320000,,,,,,,,,,,,,,,,,,,,,,,,,,,
10896,556.174,39.54,300000,640000,130000,150000,130000,81000,180000,,210000,190000,300000,250000,170000,90000,120000,,210000,,,,860000,800000,390000,410000,110000,,,,,,,,,,,,,,,,,,,,,,,,,,,
10897,447.382,39.54,400000,380000,,,560000,660000,290000,,340000,350000,,,,,,,,,,,,,300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10899,631.422,39.55,,,320000,,,,,180000,,,,,,,,,,,,,,,,290000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10900,411.361,39.56,700000,640000,250000,140000,940000,1100000,490000,,590000,640000,,,,,,,,,,120000,,160000,490000,250000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10901,764.56,39.56,,,,,,200000,,,200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10902,226.18,39.12,,350000,,,150000,,,,,,,,,170000,,,,,,360000,,120000,180000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10904,371.102,39.57,160000,360000,,81000,,,,,,,170000,150000,,,,,,,,,480000,480000,,240000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10907,519.137,39.58,,180000,,,,,,,,,,,,,,,,,,,,190000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10909,429.374,39.55,260000,180000,,,280000,330000,,,160000,190000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10910,560.133,39.58,140000,360000,,88000,,,,,97000,,150000,160000,110000,,,,120000,,,,,480000,200000,210000,140000,,,,,,,,,,,,,,,,,,,,,,,,,,,
10912,372.101,39.6,,120000,,,,,,,,,,,,,,,,,,,160000,160000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913,561.128,39.6,,220000,,,,,,,,,,,,,,,,,,,340000,330000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10914,555.174,39.6,,800000,,,180000,,,,290000,260000,,,,,,,,,,,1200000,1100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10915,537.15,39.6,,,,,,,,,,,,,,,,,,,,,150000,120000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10916,559.129,39.62,,,,,100000,,,,,,,,,,,,,,,,960000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10918,575.107,39.63,,,,,,,,,,,,,,,,,,,,,160000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10919,631.415,39.63,810000,700000,,,1100000,1300000,,,760000,780000,,,,,,,,,,120000,,160000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10922,389.772,39.99,,,,,,,,,,,,,,760000,,,,,,310000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10923,406.331,39.77,120000,,,120000,,,130000,340000,98000,310000,,250000,350000,,92000,330000,93000,300000,,300000,280000,,,,520000,310000,,,,,,,,,,,,,,,,,,,,,,,,,,
10931,395.367,39.74,,290000,,,,370000,650000,,740000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10933,704.487,39.74,100000,270000,340000,,,,,,,,,,,,,,,,,,,,310000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10934,736.495,40.04,,,,,,,,,,,480000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10938,801.473,39.18,,860000,,130000,400000,,,,,,,,,,,,,,,,,,560000,650000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10939,790.558,40.08,360000,130000,,,280000,350000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10940,786.533,39.75,,,130000,,,,,,100000,,,,,,,,,,,,,,170000,690000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10943,454.461,39.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10944,593.278,39.51,1100000,1600000,5200000,620000,7600000,3400000,3100000,460000,3200000,9700000,12000000,6400000,2900000,1700000,7600000,7000000,3300000,6800000,3700000,7400000,12000000,,1300000,3200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10946,783.466,39.72,,,260000,,,,,,,,150000,77000,,,,,,,,,,,80000,190000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10947,284.295,39.83,,190000,120000,220000,170000,,,,,,,120000,,140000,,,,,,,,,150000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10953,601.371,39.89,,,210000,,,,,,,,,,,,,,,,,,,190000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10954,788.547,39.78,510000,910000,680000,290000,490000,220000,,,250000,180000,350000,270000,,280000,280000,,460000,,380000,240000,,290000,940000,990000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10955,389.774,39.94,,,,,,,,,,,430000,550000,290000,,520000,,310000,,,,,,,350000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10956,835.525,40.12,,2800000,,,1400000,,,,880000,620000,370000,260000,110000,340000,640000,,270000,,340000,850000,390000,750000,1700000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10957,770.493,40.54,,1100000,1800000,,130000,,140000,,210000,170000,,,,,,,1300000,120000,,,,,1100000,2500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10958,169.145,40.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10960,580.395,39.94,,290000,170000,,,,,,,,,,,,,,,,,,,,270000,250000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10961,390.275,39.94,,,,,,,,,,,,270000,,370000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10963,870.548,39.97,,180000,,,,170000,170000,,590000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10968,677.295,40.23,,150000,460000,,,,,,,,,,,,170000,,,,,,,,200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10969,384.325,39.96,,,,,,,,,,,,,,130000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10970,644.427,39.96,180000,380000,,160000,150000,130000,,,,,,,,,,,,,,,,,160000,340000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10971,848.565,40.04,,120000,,,,,,,310000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10973,622.444,39.97,640000,1100000,760000,540000,480000,440000,190000,,290000,93000,,180000,,220000,180000,,140000,,,120000,120000,,730000,1000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10974,808.512,40.05,,150000,200000,,,,,,,,82000,,,,,,,,,,,,,220000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10993,736.488,40.04,,,,,,,,,,,,,,,,,,,,430000,,440000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10995,754.494,40.04,,,330000,,,,,,,,,,,810000,450000,,,,,,,260000,300000,710000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10996,740.522,40.04,,,,,,,200000,,,,,,,,330000,,,110000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10998,737.493,40.05,,,,,,,,,,,310000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10999,814.555,40.05,,,,,360000,,,,,,,,,,,,,,,,,280000,1600000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11000,827.491,40.05,,,540000,,,,,,,,240000,120000,,,,,,,,,,,230000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11005,776.479,40.06,,,,,,,,,,,190000,150000,,130000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11006,485.263,40.07,,,,,,,,,,,,,,,310000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11008,92.725,40.07,,170000,130000,,,,,,,,,,,,,,,,,,,,,260000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11009,463.28,40.07,,,,,,,,,,,,,,,590000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11011,805.557,40.22,,,,,,410000,200000,550000,,,230000,,,240000,520000,,610000,800000,630000,,230000,1000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11012,834.527,40.08,300000,6000000,4700000,1600000,3000000,870000,1300000,,1700000,1300000,840000,520000,,,1400000,550000,550000,1300000,700000,1700000,910000,1500000,3500000,8900000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11013,787.492,40.08,,,110000,,,,,,,,160000,,,93000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11016,902.514,40.08,,150000,110000,,68000,,,,,,,,,,,,,,,,,,,160000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11018,132.004,40.09,,,110000,,160000,,160000,,,250000,350000,260000,240000,140000,,270000,170000,150000,230000,230000,,150000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11020,802.538,40.11,130000,190000,360000,,,1600000,270000,1300000,210000,,370000,,,180000,320000,,1500000,1200000,500000,,400000,870000,410000,360000,430000,,,,,,,,,,,,,,,,,,,,,,,,,,,
11021,836.532,40.09,,1100000,800000,,510000,,,,,,,,,,,,,,,,,420000,820000,1500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11029,826.522,39.87,,380000,410000,,,,,,,,,,,,,,,,,,,,,180000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11031,90.283,40.11,,200000,,,,,,,,,,,,,,,,,,,,,110000,510000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11038,293.248,40.12,,,,,,,,,,,110000,,,,,,,,,,140000,89000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11039,808.578,40.13,,120000,290000,,,130000,240000,,380000,110000,330000,,,,210000,290000,170000,180000,330000,210000,120000,440000,,130000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11040,714.508,40.13,,,,,,,290000,,,,,,,,390000,,,200000,,,,1200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11042,812.541,40.22,1300000,8400000,1300000,2200000,1700000,840000,1600000,,1900000,920000,750000,840000,220000,870000,1900000,,570000,,460000,1100000,770000,1100000,5700000,10000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11044,886.514,40.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11045,184.145,40.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11049,822.551,40.24,,610000,,,150000,400000,250000,,1400000,,340000,500000,,,160000,,290000,,,,150000,310000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11050,852.535,40.15,,580000,460000,,,,,,140000,,,,,,,,,,,,,,420000,590000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11052,804.549,40.19,250000,350000,490000,,,890000,670000,850000,530000,,530000,160000,,470000,1400000,,1800000,1300000,780000,,600000,2800000,360000,430000,1200000,,,,,,,,,,,,,,,,,,,,,,,,,,,
11053,816.51,40.16,,160000,,,,,,,,,,,,,,,,,,200000,,350000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11054,820.538,40.43,,360000,,,,,,,,,1100000,,,,,,,,,620000,,500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11057,778.541,40.22,130000,430000,440000,,,2200000,670000,2100000,450000,,590000,,1700000,940000,1800000,77000,2100000,1300000,1300000,,640000,2900000,1100000,1100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11061,367.3,40.18,,,,,,,,,,,,,,,,,,,,,,,,130000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11062,830.553,40.18,,520000,410000,,,,,,250000,,,,,,,,,,,,,,350000,760000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11064,367.32,40.19,100000,,,,210000,260000,,,,160000,110000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11065,761.585,40.19,,,,,,,650000,,,,,,,,,620000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11068,670.442,40.2,,,180000,,,,,,,,,,,,,,,,,,,,220000,240000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11071,752.486,40.08,,220000,340000,,,,,,,,150000,,,,82000,,,,,100000,,,320000,600000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11072,742.535,40.21,,,,,,,,,800000,,,,,,,,,,650000,,,,,,,720000,,,,,,,,,,,,,,,,,,,,,,,,,,
11073,310.311,40.22,,,,,75000,,,,,,,,,,,,,,,150000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11074,785.592,40.23,,,2100000,,,2500000,3600000,,,,830000,,,,,,,4100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11075,816.518,40.36,,,290000,,,,,,,,950000,1200000,520000,,590000,,410000,270000,,,720000,100000,,420000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11078,819.536,40.07,,740000,1100000,210000,220000,,,,,,3300000,3400000,930000,,2800000,190000,2400000,820000,,,,140000,430000,1300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11081,817.516,40.25,,,180000,,,,,,,,490000,490000,190000,390000,290000,,270000,,210000,300000,240000,260000,240000,250000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11082,648.457,40.25,,450000,,,170000,190000,,,,,,,,280000,,,,,,,,110000,690000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11083,829.508,40.25,680000,6400000,5200000,2400000,6300000,3900000,3300000,700000,3300000,3300000,510000,,,,,1500000,,2200000,,250000,320000,,4500000,8500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11084,836.543,40.45,330000,2600000,1600000,600000,1500000,280000,920000,100000,910000,1100000,520000,,,220000,420000,,380000,690000,370000,1000000,,700000,1700000,2900000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11086,787.601,40.27,,,,,,,,,1100000,,,,,,,530000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11088,397.384,40.35,6400000,4600000,4400000,2900000,3300000,1200000,5000000,7400000,1400000,2800000,5500000,4300000,3700000,2000000,5200000,2500000,7000000,8000000,4400000,3400000,5900000,5100000,7000000,1800000,6700000,7300000,,,,,,,,,,,,,,,,,,,,,,,,,,
11089,101.072,40.28,,,,,,,,,,,,,,,,1600000,,1600000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11090,815.56,40.67,,500000,,,160000,,,,240000,150000,,,,,,,,,,,,180000,,1700000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11091,535.271,40.28,,,330000,,400000,230000,230000,,1000000,280000,600000,160000,,380000,330000,290000,110000,400000,99000,150000,370000,630000,,300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11092,928.631,40.29,,,,,,100000,,,450000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11094,759.577,40.29,,,,,,,,,1900000,310000,,430000,290000,,,910000,,,580000,,,,,,,1800000,,,,,,,,,,,,,,,,,,,,,,,,,,
11099,760.581,40.3,1700000,730000,,,420000,,,,,,,,,1100000,,,,,,,,1500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11101,648.463,40.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11104,784.582,40.61,,,,,600000,,,4400000,,,,,,,180000,,,,2300000,340000,,280000,5200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11105,786.596,40.31,1100000,590000,,,480000,640000,,,2700000,,,,,900000,,,,1500000,520000,,670000,1600000,1400000,460000,710000,910000,,,,,,,,,,,,,,,,,,,,,,,,,,
11112,536.272,40.33,,,,,150000,,,,350000,,,,,,,,,,,,120000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11114,856.566,40.32,,180000,,,,,,,,,,,,,,,,,,,,,150000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11116,716.523,40.26,,,1300000,,,1900000,1800000,,810000,,,,,800000,1100000,,1200000,820000,,,460000,1800000,1700000,400000,1100000,,,,,,,,,,,,,,,,,,,,,,,,,,,
11117,309.28,40.35,,,,,,,,,,,110000,,,120000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11118,828.535,40.35,,,190000,,83000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11119,774.524,40.36,,910000,310000,,,250000,290000,,770000,,300000,230000,,,,,,,,,,,410000,790000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11120,814.518,40.36,,,,,,,,,,,,,,,1500000,,,2500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11123,398.385,40.37,,,,,,,,2200000,2900000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11128,409.347,40.38,,,74000,,,,,,,,,,,,,,,,,,,,,77000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11130,611.47,40.39,,,810000,,,,,,,,1200000,,,,440000,,,420000,,,,,,1000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11134,756.51,40.4,,,,,,,,,,,,,,,,,,,,250000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11135,757.556,40.4,620000,1500000,,,,,1200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11137,90.502,40.4,,,,,,,,,,,,200000,,,,,170000,,,190000,,150000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11138,90.39,40.41,,,,,,,,,,,710000,510000,310000,550000,150000,,460000,200000,450000,500000,610000,400000,,190000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11144,814.568,40.42,,,,,,,330000,,,,,,,,160000,,,180000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11145,768.509,40.42,,,,,,,,,,,,,,,,,95000,,,100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11150,837.543,40.3,,1400000,360000,280000,140000,380000,,,,,170000,,,290000,250000,,290000,,180000,180000,260000,380000,980000,480000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11152,756.558,40.44,,,3300000,,,,,,,,,,,,,,,,1300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11153,754.541,40.44,,,,,,,,,,,,,,,,,,,150000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11154,815.512,40.44,,,,,,190000,,,,,,,960000,,,,1400000,,,1600000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11155,612.469,40.44,,,320000,,,,,,,,500000,420000,,360000,200000,,350000,,230000,290000,380000,,,440000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11156,825.558,40.45,,770000,700000,250000,540000,230000,,,170000,190000,,,,,,,,,,,140000,,520000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11158,824.555,40.45,,,,,,,500000,,,,,,,,,,,310000,,,,,,2000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11160,845.483,40.45,,130000,110000,,,,,,,,,,,,,,,,,,,,,240000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11163,830.507,40.45,,,2400000,,3100000,1900000,1400000,340000,1600000,1600000,,,,,300000,730000,,1100000,610000,960000,1100000,850000,2100000,3800000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11168,809.564,40.46,,,,,,,,,,,,330000,,,,,,,,,360000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11170,443.334,40.46,,,,420000,,230000,,,,,,,,,,,,,200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11171,773.515,40.46,,650000,620000,,240000,,,,,,,,,390000,,,380000,,220000,350000,480000,430000,650000,1300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11173,611.464,40.47,,470000,,,,,,,,,,,,,,,,,,,,680000,580000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11174,92.168,40.47,,240000,140000,,220000,93000,,,,,,,,,,,,,,,,,110000,330000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11178,730.503,40.96,,,500000,,,,,,,,630000,480000,,480000,,,390000,,,,,,430000,860000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11180,393.317,40.49,,,,,,,,,,,97000,93000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11181,824.548,40.49,,,,,970000,,,,,350000,,,,,,,,,,360000,,,1200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11186,375.304,40.52,,,,,,,,,,,220000,240000,,130000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
